"Incident Number","date","time","hour","Officers Involved","Officers.Race","Officers.Ethnicity","Officers.Sex","UOF.Level","Offenders.Race","Offenders.Ethnicity","Offenders.Sex","Binning Number of Officers"
"2012-00027654","01/19/2012","07:33:00","PM",1,"White","Non-hispanic","Male","1","Black","Non-hispanic","Male","1"
"2012-00145923","04/06/2012","12:56:00","AM",2,"Asian;Asian","Non-hispanic;Non-hispanic","Male;Male","1","Black","Non-hispanic","Male","2"
"2012-00417068","10/08/2012","12:42:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2013-00165131","04/21/2013","10:56:00","PM",2,NA,"Hispanic;Hispanic","Male;Male","1","Black","Non-hispanic","Male","2"
"2015-00104365","03/12/2015","04:37:00","PM",3,"White;Black;Black","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2015-00014265","01/10/2015","10:41:00","PM",2,"White;White","Non-hispanic;Hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2012-00270498","06/29/2012","02:28:00","AM",1,"White","Non-hispanic","Male","1","White","Hispanic","Male","1"
"2015-00282882","07/11/2015","02:31:00","AM",1,"Asian","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2015-00319656","08/06/2015","02:04:00","AM",7,"White;White;White;White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;","Male;Female;Male;Female;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2011-00423894","09/24/2011","02:39:00","AM",5,"White;White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Hispanic;Non-hispanic","Female;Male;Male;Male;Male","2","White","Non-hispanic","Male","3+"
"2014-00237843","06/07/2014","01:02:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2012-00064208","02/13/2012","02:37:00","AM",2,"White;White","Hispanic;Hispanic","Male;Male","1","Black","Non-hispanic","Male","2"
"2016-00328993","08/14/2016","05:17:00","AM",5,"Black;White;White;White;Black","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Female;Male","2","Black","Non-hispanic","Male","3+"
"2012-00486463","11/25/2012","02:42:00","AM",2,"Black;White","Non-hispanic;Hispanic","Male;Male","1",NA,"Non-hispanic",NA,"2"
"2017-00254710","06/30/2017","11:03:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Female","1","Black","Non-hispanic","Male","2"
"2017-00174598","05/05/2017","02:00:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Female","2","Black","Non-hispanic","Male","2"
"2009-00125411","03/17/2009","12:49:00","AM",1,"Black","Non-hispanic","Male","1","White","Non-hispanic","Male","1"
"2012-00467297","11/11/2012","08:01:00","PM",2,"White;White","Hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Female","2"
"2011-00398086","09/07/2011","09:06:00","PM",2,"Asian;Black","Non-hispanic;Non-hispanic","Male;Female","2","White","Non-hispanic","Male","2"
"2011-00450732","10/11/2011","07:10:00","PM",2,"White;White","Hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2009-00076625","02/16/2009","07:25:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2011-00002945","01/03/2011","09:24:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black;Black","Non-hispanic;Non-hispanic","Male;Male","2"
"2014-00032330","01/23/2014","01:25:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2012-00138288","04/01/2012","01:55:00","AM",2,"White;White","Hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2010-00588001","12/19/2010","02:07:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2014-00119446","03/22/2014","12:28:00","AM",1,"Black","Non-hispanic","Male","2","White","Hispanic","Female","1"
"2012-00095794","03/03/2012","12:44:00","AM",2,"White;Black","Hispanic;Non-hispanic","Male;Male","1",NA,"Non-hispanic",NA,"2"
"2012-00314396","07/29/2012","04:54:00","PM",3,"Black;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","White","Non-hispanic","Female","3+"
"2011-00167776","04/14/2011","10:18:00","PM",2,"White;White","Non-hispanic;Hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2017-00341333","08/31/2017","02:32:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White;White;Black","Non-hispanic;Non-hispanic;Non-hispanic","Male;Female;Male","2"
"2014-00425114","10/12/2014","12:25:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2016-00450242","11/07/2016","01:32:00","AM",4,"White;White;White;White","Non-hispanic;Hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2","White;White","Hispanic;Hispanic","Male;Male","3+"
"2011-00035668","01/23/2011","02:48:00","AM",1,"Black","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2012-00313742","07/29/2012","01:54:00","AM",4,"White;White;White;White","Hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Female;Male;Male","2","White;White;White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;","Male;Male;Male;Female;Female;Female","3+"
"2009-00033239","01/21/2009","01:30:00","PM",1,"Black","Non-hispanic","Male","","Black","Non-hispanic","Female","1"
"2012-00170891","04/23/2012","02:43:00","AM",1,"White","Non-hispanic","Male","2","White","Hispanic","Male","1"
"2016-00085024","02/28/2016","02:04:00","AM",6,"White;White;White;White;White;White","Non-hispanic;Hispanic;Non-hispanic;Non-hispanic;Non-hispanic;","Male;Male;Female;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2011-00530079","12/02/2011","11:23:00","PM",2,"White;White","Hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2014-00468368","11/11/2014","07:55:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2012-00254760","06/18/2012","03:23:00","AM",1,"White","Non-hispanic","Male","2","White","Hispanic","Male","1"
"2013-00118123","03/20/2013","03:00:00","PM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2016-00340487","08/22/2016","01:59:00","AM",2,"White;Black","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2016-00232488","06/05/2016","11:15:00","PM",1,"Black","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2012-00212482","05/21/2012","01:38:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2011-00396655","09/07/2011","12:39:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2009-00596407","12/18/2009","10:32:00","AM",2,"Black;White","Non-hispanic;Non-hispanic","Male;Male","2","White;White","Hispanic;Hispanic","Female;Female","2"
"2016-00365348","09/07/2016","10:19:00","PM",4,"White;White;White;White","Non-hispanic;Hispanic;Non-hispanic;Non-hispanic","Male;Male;Female;Female","1","White","Non-hispanic","Male","3+"
"2011-00231329","05/25/2011","01:02:00","PM",1,"White","Hispanic","Male","1","Black","Non-hispanic","Male","1"
"2016-00009243","01/07/2016","12:52:00","PM",2,"White;White","Non-hispanic;Hispanic","Male;Female","2","Black","Non-hispanic","Male","2"
"2010-00158587","04/05/2010","02:13:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2016-00315433","08/04/2016","07:22:00","PM",2,"White;Asian","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2010-00412148","09/01/2010","01:04:00","AM",2,"White;Asian","Hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2017-00052437","02/07/2017","09:51:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Female","2","Black","Non-hispanic","Male","2"
"2010-00150139","03/31/2010","03:00:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2010-00163174","04/07/2010","08:25:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2017-00101171","03/14/2017","02:35:00","AM",2,"White;Black","Non-hispanic;Non-hispanic","Female;Male","2","White;White","Non-hispanic;Non-hispanic","Female;Female","2"
"2011-00535264","12/06/2011","09:42:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black;Black;Black","Non-hispanic;Non-hispanic;Non-hispanic","Female;Male;Male","2"
"2014-00076927","02/22/2014","03:27:00","AM",1,"White","Hispanic","Male","2","White","Non-hispanic","Male","1"
"2014-00136458","04/03/2014","12:12:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2011-00435841","10/02/2011","01:05:00","AM",4,"White;White;White;Black","Non-hispanic;Hispanic;Non-hispanic;Non-hispanic","Male;Male;Female;Male","1","White","Non-hispanic","Male","3+"
"2011-00456475","10/15/2011","12:42:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Hispanic","Male;Male;Male","2",NA,"Non-hispanic",NA,"3+"
"2009-00004487","01/04/2009","12:54:00","AM",1,"Black","Hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2012-00042002","01/29/2012","02:48:00","AM",4,"White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2","Black;White","Non-hispanic;Non-hispanic","Male;Male","3+"
"2013-00064553","02/13/2013","01:49:00","AM",2,"White;White","Hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2013-00017614","01/13/2013","01:00:00","AM",3,NA,"Hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2013-00340870","08/17/2013","10:18:00","PM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2013-00113529","03/17/2013","05:21:00","PM",1,"Black","Hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2011-00556060","12/21/2011","02:01:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Hispanic;Non-hispanic",NA,"2"
"2014-00304106","07/21/2014","05:35:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2009-00473902","10/05/2009","03:59:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2016-00263963","06/28/2016","06:04:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Female;Male","1","Black","Non-hispanic","Male","2"
"2009-00196962","04/27/2009","12:30:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2012-00106806","03/10/2012","03:54:00","AM",2,"White;White","Hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2010-00412138","09/01/2010","12:55:00","AM",2,"Asian;White","Non-hispanic;Non-hispanic","Male;Male","1","Black","Non-hispanic","Male","2"
"2015-00082705","02/26/2015","02:34:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2017-00116378","03/25/2017","03:31:00","AM",2,"White;Black","Non-hispanic;Non-hispanic","Male;Male","2","Black;Black","Non-hispanic;Non-hispanic","Male;Male","2"
"2015-00141003","04/06/2015","10:54:00","PM",1,"Asian","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2013-00528927","12/18/2013","02:57:00","PM",1,"White","Non-hispanic","Male","2","White","Hispanic","Female","1"
"2017-00387504","10/02/2017","09:13:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2013-00297639","07/20/2013","02:39:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1",NA,"Non-hispanic",NA,"2"
"2011-00068144","02/12/2011","12:19:00","AM",1,"White","Non-hispanic","Male","1","White","Non-hispanic","Male","1"
"2013-00275749","07/05/2013","04:49:00","PM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2013-00423614","10/09/2013","09:38:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2017-00221036","06/06/2017","11:54:00","PM",2,"Black;White","Non-hispanic;Non-hispanic","Male;Female","2","Black","Non-hispanic","Male","2"
"2014-00332378","08/10/2014","02:25:00","AM",3,"Asian;Asian;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2",NA,"Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic",NA,"3+"
"2013-00274976","07/05/2013","02:42:00","AM",1,"White","Non-hispanic","Male","","Black","Non-hispanic","Male","1"
"2010-00476801","10/09/2010","01:53:00","AM",4,"White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2","White","Non-hispanic","Male","3+"
"2015-00198553","05/14/2015","09:35:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Female;Male","2","Black","Non-hispanic","Male","2"
"2016-00241384","06/11/2016","02:57:00","PM",9,"White;Black;White;White;White;White;Black;White","Non-hispanic;Hispanic;Non-hispanic;Non-hispanic;Non-hispanic;","Male;Male;Male;Male;Male;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2013-00275955","07/05/2013","07:33:00","PM",2,"White;Asian","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2011-00276586","06/22/2011","09:24:00","PM",2,"White;White","Hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2014-00092831","03/04/2014","07:54:00","PM",1,"White","Hispanic","Male","2","White","Hispanic","Male","1"
"2017-00246179","06/24/2017","07:02:00","PM",3,NA,"Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","1","Black","Non-hispanic","Female","3+"
"2009-00349397","07/23/2009","08:59:00","PM",5,"White;White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male;Male","2","Asian","Non-hispanic","Male","3+"
"2010-00304812","06/28/2010","12:34:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2011-00348111","08/07/2011","01:10:00","AM",2,"Black;Black","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2014-00154784","04/14/2014","11:37:00","PM",1,"White","Non-hispanic","Male","1","White","Hispanic","Male","1"
"2013-00204736","05/18/2013","09:29:00","PM",2,NA,"Hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2014-00184909","05/04/2014","04:28:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2009-00226012","05/13/2009","08:08:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Female","2"
"2016-00448582","11/05/2016","08:38:00","PM",1,"White","Non-hispanic","Male","1","Black","Non-hispanic","Male","1"
"2009-00586629","12/12/2009","07:45:00","PM",4,"White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Hispanic","Male;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2010-00277789","06/12/2010","11:13:00","PM",1,"White","Non-hispanic","Male","1","White","Non-hispanic","Male","1"
"2014-00530033","12/26/2014","02:29:00","AM",4,"White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2",NA,"Non-hispanic",NA,"3+"
"2011-00127360","03/20/2011","08:44:00","AM",3,"White;White;Black","Non-hispanic;Non-hispanic;Non-hispanic","Male;Female;Male","2","Black","Non-hispanic","Male","3+"
"2009-00425325","09/06/2009","10:27:00","PM",3,"White;White;White","Hispanic;Non-hispanic;Hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2014-00325470","08/05/2014","02:40:00","PM",2,"Asian;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Hispanic","Male","2"
"2009-00425635","09/07/2009","02:25:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2013-00315219","08/01/2013","12:39:00","PM",2,"White;White","Non-hispanic;Hispanic","Male;Male","",NA,"Hispanic","Male","2"
"2012-00000114","01/01/2012","01:11:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Female","1"
"2010-00552018","11/25/2010","02:14:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2012-00284822","07/09/2012","02:13:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","White","Hispanic","Male","3+"
"2014-00423894","10/11/2014","02:20:00","AM",1,"White","Hispanic","Male","2","White","Hispanic","Male","1"
"2011-00242803","06/01/2011","10:55:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2009-00170633","04/11/2009","10:57:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2011-00129577","03/21/2011","10:18:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Female;Male","2","Black","Non-hispanic","Male","3+"
"2011-00432652","09/29/2011","10:00:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2017-00116169","03/25/2017","12:09:00","AM",5,"White;White;White;White;Black","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Female;Male;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2011-00472771","10/25/2011","11:06:00","PM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2017-00167321","04/29/2017","07:30:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","","Black","Non-hispanic","Male","2"
"2016-00400509","10/02/2016","02:27:00","AM",1,"Black","Hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2010-00155383","04/03/2010","01:50:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2016-00261235","06/26/2016","08:11:00","PM",2,"White;White","Hispanic;Non-hispanic","Male;Male","1","Black","Non-hispanic","Male","2"
"2009-00037743","01/24/2009","01:11:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2014-00207754","05/18/2014","08:57:00","PM",1,"Asian","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2014-00471256","11/13/2014","04:22:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Female","2",NA,"Non-hispanic",NA,"2"
"2010-00334003","07/16/2010","12:41:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Female","1"
"2012-00436942","10/21/2012","05:46:00","PM",1,"Asian","Non-hispanic","Male","1","White","Non-hispanic","Male","1"
"2013-00350790","08/24/2013","12:25:00","AM",3,"White;White;White","Non-hispanic;Hispanic;Non-hispanic","Male;Male;Male","2",NA,"Non-hispanic",NA,"3+"
"2014-00504564","12/07/2014","04:29:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2015-00491461","11/30/2015","08:04:00","PM",1,"White","Non-hispanic","Male","1","Black","Non-hispanic","Male","1"
"2014-00216233","05/24/2014","12:41:00","AM",4,"White;White;Black;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Female","1",NA,"Non-hispanic",NA,"3+"
"2017-00050662","02/06/2017","07:57:00","PM",1,"White","Hispanic","Male","2","Black","Non-hispanic","Male","1"
"2015-00443571","10/28/2015","07:49:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
